id,label
1321,NO
1322,NO
1323,NO
1324,NO
1325,NO
1326,NO
1327,NO
1328,NO
1329,NO
1330,NO
1331,NO
1332,NO
1334,NO
1335,NO
1336,NO
1337,NO
1338,NO
1339,NO
1340,NO
1341,NO
1342,NO
1343,NO
1344,NO
1345,NO
1346,NO
1347,NO
1348,NO
1349,NO
1350,NO
1351,NO
1352,NO
1353,NO
1354,NO
1355,NO
1356,NO
1357,NO
1358,NO
1359,NO
1360,NO
1361,NO
1362,NO
1363,NO
1364,NO
1365,NO
1366,NO
1367,NO
1368,NO
1369,NO
1370,NO
1371,NO
1372,NO
1373,NO
1374,NO
1375,NO
1376,NO
1377,NO
1378,NO
1379,NO
1380,NO
1381,NO
1382,NO
1383,NO
1384,NO
1385,NO
1386,NO
1387,NO
1388,NO
1389,NO
1390,NO
1391,NO
1392,NO
1393,NO
1395,NO
1396,NO
1397,NO
1398,NO
1399,NO
1400,NO
1401,NO
1402,NO
1403,NO
1404,NO
1405,NO
1406,NO
1407,NO
1408,NO
1409,NO
1410,NO
1411,NO
1412,NO
1413,NO
1414,NO
1415,NO
1416,NO
1418,NO
1419,NO
1420,NO
1421,NO
1422,NO
1423,NO
1424,NO
1425,NO
1426,NO
1427,NO
1428,NO
1429,NO
1430,NO
1431,NO
1432,NO
1433,NO
1434,NO
1435,NO
1436,NO
1437,NO
1438,NO
1439,NO
1440,NO
1441,NO
1442,NO
1443,NO
1444,NO
1445,NO
1446,NO
1447,NO
1448,NO
1449,NO
1450,NO
1451,NO
1452,NO
1453,NO
1454,NO
1455,NO
1456,NO
1457,NO
1458,NO
1459,NO
1460,NO
1461,NO
1462,NO
1463,NO
1464,NO
1465,NO
1466,NO
1467,NO
1468,NO
1469,NO
1470,NO
1471,NO
1472,NO
1473,NO
1474,NO
1475,NO
1476,NO
1477,NO
1478,NO
1479,NO
1480,NO
1481,NO
1482,NO
1483,NO
1484,NO
1485,NO
1486,NO
1487,NO
1488,NO
1489,NO
1490,NO
1491,NO
1492,NO
1493,NO
1494,NO
1495,NO
1496,NO
1497,NO
1498,NO
1499,NO
1500,NO
1501,NO
1502,NO
1503,NO
1504,NO
1505,NO
1506,NO
1507,NO
1508,NO
1509,NO
1510,NO
1511,NO
1512,NO
1513,NO
1514,NO
1515,NO
1516,NO
1517,NO
1518,NO
1519,NO
1520,NO
1521,NO
1522,NO
1523,NO
1524,NO
1525,NO
1526,NO
1527,NO
1528,NO
1529,NO
1530,NO
1531,NO
1532,NO
1533,NO
1534,NO
1535,NO
1536,NO
1537,NO
1538,NO
1539,NO
1540,NO
1541,NO
1542,NO
1543,NO
1544,NO
1545,NO
1546,NO
1547,NO
1548,NO
1549,NO
1550,NO
1551,NO
1552,NO
1553,NO
1554,NO
1555,NO
1556,NO
1557,NO
1558,NO
1559,NO
1560,NO
1561,NO
1562,NO
1563,NO
1564,NO
1565,NO
1566,NO
1567,NO
1568,NO
1569,NO
1570,NO
1571,NO
1572,NO
1573,NO
1574,NO
1575,NO
1576,NO
1577,NO
1578,NO
1579,NO
1580,NO
1581,NO
1582,NO
1583,NO
1584,NO
1585,NO
1586,NO
1587,NO
1588,NO
1589,NO
1590,NO
1591,NO
1592,NO
1593,NO
1594,NO
1595,NO
1596,NO
1597,NO
1599,NO
1600,NO
1601,NO
1602,NO
1603,NO
1604,NO
1605,NO
1606,NO
1607,NO
1608,NO
1609,NO
1610,NO
1611,NO
1612,NO
1613,NO
1614,NO
1615,NO
1616,NO
1617,NO
1618,NO
1619,NO
1620,NO
1621,NO
1623,NO
1624,NO
1625,NO
1626,NO
1627,NO
1628,NO
1629,NO
1630,NO
1631,NO
1632,NO
1633,NO
1634,NO
1635,NO
1636,NO
1637,NO
1638,NO
1639,NO
1640,NO
1641,NO
1642,NO
1643,NO
1644,NO
1645,NO
1646,NO
1647,NO
1648,NO
1649,NO
1650,NO
1651,NO
1652,NO
1653,NO
1654,NO
1655,NO
1656,NO
1657,NO
1658,NO
1659,NO
1660,NO
1661,NO
1662,NO
1663,NO
1664,NO
1665,NO
1666,NO
1667,NO
1668,NO
1669,NO
1670,NO
1671,NO
1672,NO
1673,NO
1674,NO
1675,NO
1676,NO
1677,NO
1678,NO
1679,NO
1680,NO
1681,NO
1683,NO
1684,NO
1685,NO
1686,NO
1687,NO
1688,NO
1689,NO
1690,NO
1691,NO
1692,NO
1693,NO
1694,NO
1695,NO
1696,NO
1697,NO
1698,NO
1699,NO
1700,NO
1701,NO
1702,NO
1703,NO
1704,NO
1705,NO
1706,NO
1707,NO
1708,NO
1709,NO
1710,NO
1711,NO
1712,NO
1713,NO
1714,NO
1715,NO
1716,NO
1717,NO
1718,NO
1719,NO
1720,NO
1721,NO
1722,NO
1723,NO
1724,NO
1725,NO
1726,NO
1727,NO
1728,NO
1729,NO
1730,NO
1731,NO
1732,NO
1733,NO
1734,NO
1735,NO
1736,NO
1737,NO
1738,NO
1739,NO
1740,NO
1741,NO
1742,NO
1743,NO
1744,NO
1745,NO
1746,NO
1747,NO
1748,NO
1749,NO
1750,NO
1751,NO
1752,NO
1753,NO
1754,NO
1755,NO
1756,NO
1757,NO
1758,NO
1759,NO
1760,NO
1761,NO
1762,NO
1763,NO
1764,NO
1765,NO
1766,NO
1767,NO
1768,NO
1769,NO
1770,NO
1771,NO
1772,NO
1773,NO
1774,NO
1776,NO
1777,NO
1778,NO
1779,NO
1780,NO
1781,NO
1782,NO
1783,NO
1784,NO
1785,NO
1786,NO
1787,NO
1788,NO
1789,NO
1790,NO
1791,NO
1792,NO
1793,NO
1794,NO
1795,NO
1796,NO
1797,NO
1798,NO
1799,NO
1800,NO
1801,NO
1802,NO
1803,NO
1804,NO
1805,NO
1806,NO
1807,NO
1808,NO
1809,NO
1810,NO
1811,NO
1812,NO
1813,NO
1814,NO
1815,NO
1816,NO
1817,NO
1818,NO
1819,NO
1820,NO
1821,NO
1823,NO
1824,NO
1825,NO
1826,NO
1827,NO
1828,NO
1829,NO
1830,NO
1831,NO
1832,NO
1833,NO
1834,NO
1835,NO
1836,NO
1837,NO
1838,NO
1839,NO
1840,NO
1841,NO
1842,NO
1843,NO
1844,NO
1845,NO
1846,NO
1847,NO
1848,NO
1849,NO
1850,NO
1851,NO
1852,NO
1853,NO
1854,NO
1855,NO
1856,NO
1857,NO
1858,NO
1859,NO
1860,NO
1861,NO
1862,NO
1863,NO
1864,NO
1865,NO
1866,NO
1867,NO
1868,NO
1869,NO
1870,NO
1871,NO
1872,NO
1873,NO
1874,NO
1875,NO
1876,NO
1877,NO
1878,NO
1879,NO
1880,NO
1881,NO
1882,NO
1883,NO
1884,NO
1885,NO
1886,NO
1887,NO
1888,NO
1889,NO
1890,NO
1891,NO
1892,NO
1893,NO
1894,NO
1895,NO
1896,NO
1897,NO
1898,NO
1899,NO
1900,NO
1901,NO
1902,NO
1903,NO
1904,NO
1905,NO
1906,NO
1907,NO
1908,NO
1909,NO
1910,NO
1911,NO
1912,NO
1913,NO
1915,NO
1916,NO
1917,NO
1918,NO
1919,NO
1920,NO
1921,NO
1922,NO
1923,NO
1924,NO
1925,NO
1926,NO
1927,NO
1928,NO
1929,NO
1930,NO
1931,NO
1932,NO
1933,NO
1934,NO
1935,NO
1936,NO
1937,NO
1938,NO
1939,NO
1940,NO
1941,NO
1942,NO
1943,NO
1944,NO
1945,NO
1946,NO
1947,NO
1948,NO
1949,NO
1950,NO
1951,NO
1952,NO
1953,NO
1954,NO
1955,NO
1956,NO
1957,NO
1958,NO
1959,NO
1960,NO
1961,NO
1962,NO
1963,NO
1964,NO
1965,NO
1966,NO
1967,NO
1968,NO
1969,NO
1970,NO
1971,NO
1972,NO
1973,NO
1974,NO
1975,NO
1976,NO
1977,NO
1978,NO
1979,NO
1980,NO
1981,NO
1982,NO
1983,NO
1984,NO
1985,NO
1986,NO
1987,NO
1988,NO
1989,NO
1990,NO
1991,NO
1992,NO
1993,NO
1994,NO
1995,NO
1996,NO
1997,NO
1998,NO
1999,NO
2000,NO
2001,NO
2002,NO
2003,NO
2004,NO
2005,NO
2006,NO
2007,NO
2008,NO
2009,NO
2010,NO
2011,NO
2012,NO
2013,NO
2014,NO
2015,NO
2016,NO
2017,NO
2018,NO
2019,NO
2020,NO
2021,NO
2022,NO
2023,NO
2024,NO
2025,NO
2027,NO
2028,NO
2029,NO
2030,NO
2031,NO
2032,NO
2033,NO
2034,NO
2035,NO
2036,NO
2037,NO
2039,NO
2040,NO
2041,NO
2042,NO
2043,NO
2044,NO
2045,NO
2046,NO
2047,NO
2048,NO
2049,NO
2050,NO
2051,NO
2052,NO
2053,NO
2054,NO
2055,NO
2056,NO
2057,NO
2058,NO
2059,NO
2060,NO
2062,NO
2063,NO
2064,NO
2065,NO
2066,NO
2067,NO
2068,NO
2069,NO
2070,NO
2071,NO
2072,NO
2073,NO
2074,NO
2075,NO
2076,NO
2077,NO
2078,NO
2079,NO
2080,NO
2081,NO
2082,NO
2083,NO
2084,NO
2085,NO
2086,NO
2087,NO
2088,NO
2089,NO
2090,NO
2091,NO
2092,NO
2093,NO
2094,NO
2095,NO
2096,NO
2097,NO
2098,NO
2099,NO
2100,NO
2101,NO
2102,NO
2103,NO
2104,NO
2105,NO
2106,NO
2107,NO
2108,NO
2109,NO
2110,NO
2111,NO
2112,NO
2113,NO
2114,NO
2115,NO
2116,NO
2117,NO
2118,YES
2119,YES
2120,YES
2121,YES
2122,YES
2123,YES
2124,YES
2125,YES
2126,YES
2127,YES
2128,YES
2129,YES
2130,YES
2132,YES
2133,YES
2134,YES
2135,YES
2136,YES
2137,YES
2138,YES
2139,YES
2140,YES
2141,YES
2142,YES
2143,YES
2144,YES
2145,YES
2146,YES
2147,YES
2148,YES
2149,YES
2150,YES
2151,YES
2152,YES
2153,YES
2154,YES
2155,YES
2156,YES
2157,YES
2158,YES
2159,YES
2160,YES
2161,YES
2162,YES
2163,YES
2164,YES
2165,YES
2166,YES
2167,YES
2168,YES
2169,YES
2170,YES
2171,YES
2172,YES
2173,YES
2174,YES
2175,YES
2176,YES
2177,YES
2178,YES
2179,YES
2180,YES
2181,YES
2182,YES
2183,YES
2184,YES
2185,YES
2186,YES
2187,YES
2188,YES
2189,YES
2190,YES
2191,YES
2192,YES
2193,YES
2194,YES
2195,YES
2196,YES
2197,YES
2198,YES
2199,YES
2200,YES
2201,YES
2202,YES
2203,YES
2204,YES
2205,YES
2206,YES
2207,YES
2208,YES
2209,YES
2210,YES
2211,YES
2213,YES
2214,YES
2215,YES
2216,YES
2217,YES
2218,YES
2219,YES
2220,YES
2221,YES
2222,YES
2223,YES
2224,YES
2225,YES
2226,YES
2227,YES
2228,YES
2229,YES
2230,YES
2231,YES
2232,YES
2233,YES
2234,YES
2235,YES
2237,YES
2238,YES
2239,YES
2240,YES
2241,YES
2242,YES
2243,YES
2244,YES
2245,YES
2246,YES
2247,YES
2248,YES
2249,YES
2250,YES
2251,YES
2252,YES
2253,YES
2254,YES
2255,YES
2256,YES
2257,YES
2258,YES
2259,YES
2260,YES
2261,YES
2262,YES
2263,YES
2264,YES
2265,YES
2266,YES
2267,YES
2268,YES
2269,YES
2270,YES
2271,YES
2272,YES
2273,YES
2274,YES
2275,YES
2276,YES
2277,YES
2278,YES
2279,YES
2280,YES
2281,YES
2282,YES
2283,YES
2284,YES
2285,YES
2286,YES
2287,YES
2288,YES
2289,YES
2290,YES
2291,YES
2292,YES
2293,YES
2294,YES
2295,YES
2296,YES
2297,YES
2298,YES
2299,YES
2300,YES
2301,YES
2302,YES
2303,YES
2305,YES
2306,YES
2307,YES
2308,YES
2309,YES
2310,YES
2311,YES
2312,YES
2313,YES
2314,YES
2315,YES
2316,YES
2317,YES
2318,YES
2319,YES
2320,YES
2321,YES
2322,YES
2323,YES
2324,YES
2325,YES
2326,YES
2327,YES
2328,YES
2329,YES
2330,YES
2331,YES
2332,YES
2333,YES
2334,YES
2335,YES
2336,YES
2337,YES
2338,YES
2339,YES
2340,YES
2341,YES
2342,YES
2343,YES
2344,YES
2345,YES
2346,YES
2347,YES
2348,YES
2349,YES
2350,YES
2351,YES
2352,YES
2353,YES
2354,YES
2355,YES
2356,YES
2357,YES
2358,YES
2359,YES
2360,YES
2361,YES
2362,YES
2363,YES
2364,YES
2365,YES
2366,YES
2367,YES
2368,YES
2369,YES
2370,YES
2371,YES
2372,YES
2373,YES
2374,YES
2375,YES
2376,YES
2377,YES
2378,YES
2379,YES
2380,YES
2381,YES
2382,YES
2383,YES
2384,YES
2385,YES
2386,YES
2387,YES
2388,YES
2389,YES
2390,YES
2391,YES
2392,YES
2393,YES
2394,YES
2395,YES
2396,YES
2397,YES
2398,YES
2399,YES
2400,YES
2401,YES
2402,YES
2403,YES
2404,YES
2405,YES
2406,YES
2408,YES
2409,YES
2410,YES
2411,YES
2412,YES
2413,YES
2414,YES
2415,YES
2416,YES
2417,YES
2418,YES
2420,YES
2421,YES
2422,YES
2423,YES
2424,YES
2425,YES
2426,YES
2427,YES
2428,YES
2429,YES
2430,YES
2431,YES
2432,YES
2433,YES
2434,YES
2435,YES
2436,YES
2437,YES
2438,YES
2439,YES
2440,YES
2441,YES
2442,YES
2443,YES
2444,YES
2445,YES
2446,YES
2447,YES
2448,YES
2449,YES
2450,YES
2451,YES
2452,YES
2453,YES
2454,YES
2455,YES
2456,YES
2457,YES
2458,YES
2459,YES
2460,YES
2461,YES
2462,YES
2463,YES
2464,YES
2465,YES
2466,YES
2467,YES
2468,YES
2469,YES
2470,YES
2471,YES
2472,YES
2473,YES
2474,YES
2475,YES
2476,YES
2477,YES
2478,YES
2479,YES
2480,YES
2481,YES
2482,YES
2483,YES
2484,YES
2485,YES
2486,YES
2487,YES
2488,YES
2489,YES
2490,YES
2491,YES
2492,YES
2493,YES
2494,YES
2495,YES
2496,YES
2497,YES
2498,YES
2499,YES
2500,YES
2501,YES
2502,YES
2503,YES
2504,YES
2505,YES
2506,YES
2507,YES
2508,YES
2509,YES
2511,YES
2512,YES
2513,YES
2514,YES
2515,YES
2516,YES
2517,YES
2518,YES
2519,YES
2520,YES
2521,YES
2523,YES
2524,YES
2525,YES
2526,YES
2527,YES
2528,YES
2529,YES
2530,YES
2531,YES
2532,YES
2533,YES
2534,YES
2535,YES
2536,YES
2537,YES
2538,YES
2539,YES
2540,YES
